QuestionID,Section,Topic,Difficulty,Grade,AvgScore,Blueprint,Technical,Quality,Distractor,Explanation,Realism,DifficultyScore,Repetition,Priority,Issues
P1B-A-150,A,"B-A.150 balance sheet - accumulated other comprehensive income",Difficult,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-101,B,"B-B.101 master budget components",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-102,B,"B-B.102 operating budgets",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-103,B,"B-B.103 production budget",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-104,B,"B-B.104 direct materials purchases",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-105,B,"B-B.105 direct labor budget",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-106,B,"B-B.106 manufacturing overhead budget",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-107,B,"B-B.107 S&A expense budget",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-108,B,"B-B.108 cash receipts budget",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-109,B,"B-B.109 cash disbursements budget",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-110,B,"B-B.110 cash budget minimum balance",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-111,B,"B-B.111 cash budget borrowing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-112,B,"B-B.112 flexible budget concept",Difficult,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-113,B,"B-B.113 flexible budget calculation",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-114,B,"B-B.114 sales volume variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-115,B,"B-B.115 rolling forecasts",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-116,B,"B-B.116 regression analysis R-squared",Difficult,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-117,B,"B-B.117 regression cost prediction",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-118,B,"B-B.118 learning curve cumulative average",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-119,B,"B-B.119 learning curve incremental unit",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-120,B,"B-B.120 time series components",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-121,B,"B-B.121 expected value analysis",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-122,B,"B-B.122 expected value - profit",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-123,B,"B-B.123 sensitivity analysis",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-124,B,"B-B.124 sensitivity analysis - what-if",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-125,B,"B-B.125 responsibility accounting",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-B-126,B,"B-B.126 cost center vs investment center",Difficult,A,4.8,5,5,5,4,5,4,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No time/year reference in stem"
P1B-B-127,B,"B-B.127 budget slack",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-B-128,B,"B-B.128 participative budgeting",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-129,B,"B-B.129 top-down budgeting",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-130,B,"B-B.130 activity-based budgeting",Difficult,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-131,B,"B-B.131 zero-based budgeting",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-B-132,B,"B-B.132 Kaizen budgeting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-133,B,"B-B.133 continuous budgeting",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-134,B,"B-B.134 budget committee role",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-135,B,"B-B.135 financial budgets components",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1B-B-136,B,"B-B.136 capital expenditure budget",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-137,B,"B-B.137 budgeted income statement",Moderate,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-138,B,"B-B.138 strategic planning vs budgeting",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-139,B,"B-B.139 probability-based budgeting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-140,B,"B-B.140 moving average forecasting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-141,B,"B-B.141 exponential smoothing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-142,B,"B-B.142 cost behavior analysis",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-143,B,"B-B.143 high-low method",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-144,B,"B-B.144 contribution margin in budgeting",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-B-145,B,"B-B.145 budget period and fiscal year",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism)"
P1B-B-146,B,"B-B.146 static budget definition",Difficult,B,4.4,5,5,2,5,5,3,5,5,Medium,"Stem too short (<20 chars); No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-147,B,"B-B.147 variance analysis - favorable vs unfavorable",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-148,B,"B-B.148 flexible budget variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-149,B,"B-B.149 management by exception",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-B-150,B,"B-B.150 cash budget - short-term financing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-151,B,"B-B.151 master budget - order of preparation",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1B-B-152,B,"B-B.152 sales forecasting methods",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-153,B,"B-B.153 seasonality in budgeting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-154,B,"B-B.154 cash budget - interest calculation",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-155,B,"B-B.155 correlation analysis",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-156,B,"B-B.156 standard cost - ideal vs practical standards",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-157,B,"B-B.157 benchmarking in budgeting",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-158,B,"B-B.158 participative vs imposed budgeting",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-159,B,"B-B.159 cost of goods sold budget",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-160,B,"B-B.160 financial budget - budgeted balance sheet",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-161,B,"B-B.161 incremental budgeting",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-162,B,"B-B.162 budget manual",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-163,B,"B-B.163 sales mix budget",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-164,B,"B-B.164 regression - standard error",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-165,B,"B-B.165 responsibility accounting - controllable costs",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-B-166,B,"B-B.166 cash budget - repayment planning",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-B-167,B,"B-B.167 non-monetary considerations in budgeting",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-168,B,"B-B.168 time series - seasonal index",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-169,B,"B-B.169 ABC vs ABB relationship",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-170,B,"B-B.170 forecasting - qualitative vs quantitative",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-171,B,"B-B.171 production budget - safety stock",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-172,B,"B-B.172 rolling budget vs static budget",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-B-173,B,"B-B.173 standard setting in budgeting",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-174,B,"B-B.174 mixed cost estimation",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-175,B,"B-B.175 scenario analysis",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-176,B,"B-B.176 probability distributions in budgeting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-177,B,"B-B.177 flexible budget - revenue variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-178,B,"B-B.178 sales volume variance calculation",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-179,B,"B-B.179 sales price variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-180,B,"B-B.180 spending variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-181,B,"B-B.181 efficiency variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-182,B,"B-B.182 rate variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-183,B,"B-B.183 material price variance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-184,B,"B-B.184 material usage variance",Moderate,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-185,B,"B-B.185 overhead volume variance",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-186,B,"B-B.186 variable overhead efficiency variance",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 9x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-187,B,"B-B.187 budget slack - ethical implications",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-188,B,"B-B.188 cost-volume-profit in budgeting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-189,B,"B-B.189 target profit in budgeting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-190,B,"B-B.190 margin of safety in budgeting",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-191,B,"B-B.191 product mix in budget constraints",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-192,B,"B-B.192 budget variance investigation",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-B-193,B,"B-B.193 regression - t-statistic",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-194,B,"B-B.194 behavioral issues in budgeting",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-195,B,"B-B.195 Monte Carlo simulation in forecasting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-196,B,"B-B.196 standard cost card",Difficult,A,4.5,5,5,4,4,5,3,5,5,Low,"Uses absolute language: ""all""; Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-197,B,"B-B.197 throughput contribution in budgeting",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1B-B-198,B,"B-B.198 cash budget - pros and cons of borrowing",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-B-199,B,"B-B.199 learning curve - practical application",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-B-200,B,"B-B.200 budget process - approval and review",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-101,C,"B-C.101 variance analysis",Moderate,A,5,5,5,5,5,5,5,5,5,Low,""
P1B-C-102,C,"B-C.102 variance analysis",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-103,C,"B-C.103 variance analysis",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-104,C,"B-C.104 variance analysis",Moderate,A,5,5,5,5,5,5,5,5,5,Low,""
P1B-C-105,C,"B-C.105 variance analysis",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-106,C,"B-C.106 variance analysis",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-107,C,"B-C.107 variance analysis",Moderate,A,4.6,5,5,3,5,5,4,5,5,Low,"Stem very long (>300 chars) — may be unnecessarily complex; Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-108,C,"B-C.108 variance analysis",Difficult,A,4.6,5,5,3,5,5,4,5,5,Low,"Stem very long (>300 chars) — may be unnecessarily complex; No time/year reference in stem"
P1B-C-109,C,"B-C.109 variance analysis",Difficult,A,4.8,5,5,3,5,5,5,5,5,Low,"Stem very long (>300 chars) — may be unnecessarily complex; Uses absolute language: ""all"""
P1B-C-110,C,"B-C.110 variance analysis",Moderate,A,4.8,5,5,3,5,5,5,5,5,Low,"Stem very long (>300 chars) — may be unnecessarily complex"
P1B-C-111,C,"B-C.111 variance analysis",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1B-C-112,C,"B-C.112 variance analysis",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-113,C,"B-C.113 variance analysis",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-114,C,"B-C.114 variance analysis",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-115,C,"B-C.115 variance analysis",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1B-C-116,C,"B-C.116 sales variance analysis",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-117,C,"B-C.117 sales variance analysis",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-118,C,"B-C.118 sales variance analysis",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-119,C,"B-C.119 sales variance analysis",Difficult,A,4.8,5,5,4,5,5,4,5,5,Low,"Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-120,C,"B-C.120 sales variance analysis",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-121,C,"B-C.121 sales variance analysis",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-122,C,"B-C.122 sales variance analysis",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-123,C,"B-C.123 sales variance analysis",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-124,C,"B-C.124 sales variance analysis",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-125,C,"B-C.125 sales variance analysis",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-126,C,"B-C.126 responsibility centers",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-127,C,"B-C.127 responsibility centers",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-128,C,"B-C.128 responsibility centers",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-129,C,"B-C.129 responsibility centers",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-130,C,"B-C.130 responsibility centers",Easy,A,4.8,5,5,3,5,5,5,5,5,Low,"Stem very long (>300 chars) — may be unnecessarily complex; Uses absolute language: ""all"""
P1B-C-131,C,"B-C.131 responsibility centers",Moderate,A,4.6,5,5,4,4,5,4,5,5,Low,"Uses absolute language: ""all""; Answer length variance high (ratio 4x) — may give clues; No time/year reference in stem"
P1B-C-132,C,"B-C.132 responsibility centers",Moderate,A,4.8,5,5,4,5,5,4,5,5,Low,"Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-133,C,"B-C.133 responsibility centers",Moderate,A,4.8,5,5,4,5,5,4,5,5,Low,"Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-134,C,"B-C.134 responsibility centers",Moderate,A,4.9,5,5,4,5,5,5,5,5,Low,"Uses absolute language: ""all"""
P1B-C-135,C,"B-C.135 responsibility centers",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1B-C-136,C,"B-C.136 ROI and residual income",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-137,C,"B-C.137 ROI and residual income",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-138,C,"B-C.138 ROI and residual income",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-139,C,"B-C.139 ROI and residual income",Moderate,A,5,5,5,5,5,5,5,5,5,Low,""
P1B-C-140,C,"B-C.140 ROI and residual income",Moderate,A,4.8,5,5,4,5,5,4,5,5,Low,"Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-141,C,"B-C.141 ROI and residual income",Moderate,A,5,5,5,5,5,5,5,5,5,Low,""
P1B-C-142,C,"B-C.142 ROI and residual income",Easy,A,4.8,5,5,5,4,5,4,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No time/year reference in stem"
P1B-C-143,C,"B-C.143 ROI and residual income",Difficult,A,5,5,5,5,5,5,5,5,5,Low,""
P1B-C-144,C,"B-C.144 ROI and residual income",Moderate,A,5,5,5,5,5,5,5,5,5,Low,""
P1B-C-145,C,"B-C.145 ROI and residual income",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-146,C,"B-C.146 transfer pricing",Easy,A,4.8,5,5,5,4,5,4,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No time/year reference in stem"
P1B-C-147,C,"B-C.147 transfer pricing",Moderate,A,4.8,5,5,4,5,5,4,5,5,Low,"Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-148,C,"B-C.148 transfer pricing",Moderate,A,4.8,5,5,4,5,5,4,5,5,Low,"Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-149,C,"B-C.149 transfer pricing",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-150,C,"B-C.150 transfer pricing",Moderate,A,4.8,5,5,4,5,5,4,5,5,Low,"Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-151,C,"B-C.151 transfer pricing",Moderate,A,4.8,5,5,4,5,5,4,5,5,Low,"Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-152,C,"B-C.152 transfer pricing",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-153,C,"B-C.153 transfer pricing",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-154,C,"B-C.154 transfer pricing",Difficult,A,4.8,5,5,4,5,5,4,5,5,Low,"Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-155,C,"B-C.155 transfer pricing",Moderate,A,4.8,5,5,4,5,5,4,5,5,Low,"Uses absolute language: ""all""; No time/year reference in stem"
P1B-C-156,C,"B-C.156 balanced scorecard",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1B-C-157,C,"B-C.157 balanced scorecard",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-158,C,"B-C.158 balanced scorecard",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-159,C,"B-C.159 balanced scorecard",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-160,C,"B-C.160 balanced scorecard",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1B-C-161,C,"B-C.161 balanced scorecard",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-162,C,"B-C.162 balanced scorecard",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-163,C,"B-C.163 balanced scorecard",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1B-C-164,C,"B-C.164 benchmarking",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-165,C,"B-C.165 benchmarking",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1B-C-166,C,"B-C.166 benchmarking",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-167,C,"B-C.167 benchmarking",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-168,C,"B-C.168 segment performance evaluation",Moderate,A,4.6,5,5,3,5,5,4,5,5,Low,"Stem very long (>300 chars) — may be unnecessarily complex; No time/year reference in stem"
P1B-C-169,C,"B-C.169 segment performance evaluation",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1B-C-170,C,"B-C.170 segment performance evaluation",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1B-C-171,C,"B-C.171 product profitability analysis",Moderate,A,4.6,5,5,3,5,5,4,5,5,Low,"Stem very long (>300 chars) — may be unnecessarily complex; No time/year reference in stem"
P1B-C-172,C,"B-C.172 product profitability analysis",Moderate,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1B-C-173,C,"B-C.173 customer profitability analysis",Moderate,A,4.6,5,5,3,5,5,4,5,5,Low,"Stem very long (>300 chars) — may be unnecessarily complex; Uses absolute language: ""all""; No time/year reference in stem"
